Time,direction,frame,subF,slot,1stSym,nSymbol,cellId,bwpId,rnti,tbSize,mcs,rank,rv,SINR(dB),CQI,corrupt,TBler
1.02386,DL,102,3,0,10,2,5,0,1,1,7810,18,1,0,26.2169,0,0
1.02393,DL,102,3,0,11,2,1,0,1,1,15970,28,1,0,34.5959,0,0
1.02393,DL,102,3,0,11,2,7,0,1,1,15970,28,1,0,60.671,0,0
1.02414,DL,102,4,0,1,1,7,0,7,7,1736,10,1,0,9.36051,0,0
1.02421,DL,102,4,0,2,1,7,0,6,6,7985,28,1,0,72.201,0,0
1.02429,DL,102,4,0,1,3,5,0,5,5,14320,20,1,0,21.1267,0,0
1.02436,DL,102,4,0,1,4,3,0,3,3,31937,28,1,0,62.2425,0,0
1.02436,DL,102,4,0,3,2,7,0,5,5,6942,16,1,0,28.2728,0,0
1.0245,DL,102,4,0,4,3,5,0,4,4,23952,28,1,0,73.2558,0,0
1.0245,DL,102,4,0,5,2,7,0,4,4,6942,16,1,0,14.4473,0,0
1.02464,DL,102,4,0,5,4,3,0,2,2,22564,22,1,0,25.515,0,0
1.02464,DL,102,4,0,7,2,5,0,3,3,1100,4,1,0,1.97435,0,0
1.02464,DL,102,4,0,7,2,7,0,3,3,15970,28,1,0,59.0104,0,0
1.02479,DL,102,4,0,9,2,5,0,2,2,9547,20,1,0,15.2166,0,0
1.02479,DL,102,4,0,9,2,7,0,2,2,15970,28,1,0,67.3646,0,0
1.02493,DL,102,4,0,1,12,1,0,4,4,22131,26,1,1,29.1137,0,0
1.02493,DL,102,4,0,9,4,3,0,1,1,15621,18,1,0,15.7339,0,0
1.02493,DL,102,4,0,11,2,5,0,1,1,7810,18,1,0,17.4908,0,0.000660728
1.02493,DL,102,4,0,11,2,7,0,1,1,15970,28,1,0,58.2844,0,0
1.02514,DL,102,5,0,1,1,7,0,7,7,2142,12,1,0,5.98006,0,0.0945174
1.02521,DL,102,5,0,2,1,7,0,6,6,7985,28,1,0,71.6826,0,0
1.02529,DL,102,5,0,1,3,1,0,5,5,23952,28,1,0,29.1095,0,1.82632e-07
1.02529,DL,102,5,0,1,3,5,0,5,5,14320,20,1,0,17.0158,0,0
1.02536,DL,102,5,0,1,4,3,0,3,3,31937,28,1,0,43.5045,0,0
1.02536,DL,102,5,0,3,2,7,0,5,5,6942,16,1,0,10.1124,0,0.0010825
1.0255,DL,102,5,0,4,3,1,0,4,4,19527,24,1,0,21.1338,0,0
1.0255,DL,102,5,0,4,3,5,0,4,4,23952,28,1,0,73.0487,0,0
1.0255,DL,102,5,0,5,2,7,0,4,4,6942,16,1,0,10.9002,0,0.0399783
1.02564,DL,102,5,0,5,4,3,0,2,2,22564,22,1,0,18.7807,0,1.71249e-06
1.02564,DL,102,5,0,7,2,1,0,3,3,15970,28,1,0,35.3913,0,0
1.02564,DL,102,5,0,7,2,5,0,3,3,1100,4,1,0,0.247318,0,0
1.02564,DL,102,5,0,7,2,7,0,3,3,15970,28,1,0,58.8229,0,0
1.02579,DL,102,5,0,9,2,1,0,2,2,15970,28,1,0,44.3375,0,0
1.02579,DL,102,5,0,9,2,5,0,2,2,9547,20,1,0,15.3656,0,0
1.02579,DL,102,5,0,9,2,7,0,2,2,15970,28,1,0,67.53,0,0
1.02593,DL,102,5,0,9,4,3,0,1,1,15621,18,1,0,15.8222,0,0
1.02593,DL,102,5,0,11,2,1,0,1,1,15970,28,1,0,31.1552,0,1.20171e-12
1.02593,DL,102,5,0,11,2,5,0,1,1,7810,18,1,0,17.3689,0,2.62602e-08
1.02593,DL,102,5,0,11,2,7,0,1,1,15970,28,1,0,56.4576,0,0
1.02629,DL,102,6,0,1,3,1,0,5,5,23952,28,1,0,29.2519,0,1.6683e-07
1.02629,DL,102,6,0,1,3,5,0,5,5,14320,20,1,0,20.4438,0,0
1.02636,DL,102,6,0,1,4,3,0,3,3,31937,28,1,0,43.9471,0,0
1.0265,DL,102,6,0,4,3,1,0,4,4,19527,24,1,0,25.4317,0,0
1.0265,DL,102,6,0,4,3,5,0,4,4,23952,28,1,0,74.0246,0,0
1.02664,DL,102,6,0,5,4,3,0,2,2,22564,22,1,0,18.6913,0,1.49621e-06
1.02664,DL,102,6,0,7,2,1,0,3,3,15970,28,1,0,35.3662,0,0
1.02664,DL,102,6,0,7,2,5,0,3,3,1100,4,1,0,-0.0435053,0,0
1.02679,DL,102,6,0,9,2,1,0,2,2,15970,28,1,0,43.973,0,0
1.02679,DL,102,6,0,9,2,5,0,2,2,9547,20,1,0,14.9442,0,3.42104e-05
1.02693,DL,102,6,0,1,12,7,0,5,5,3472,16,1,1,19.414,0,0
1.02693,DL,102,6,0,9,4,3,0,1,1,15621,18,1,0,15.7263,0,0
1.02693,DL,102,6,0,11,2,1,0,1,1,15970,28,1,0,31.236,0,9.63563e-13
1.02693,DL,102,6,0,11,2,5,0,1,1,7810,18,1,0,28.3778,0,0
1.02714,DL,102,7,0,1,1,7,0,7,7,2142,12,1,0,5.9322,0,0.180384
1.02721,DL,102,7,0,2,1,7,0,6,6,7985,28,1,0,71.6388,0,0
1.02729,DL,102,7,0,1,3,1,0,5,5,23952,28,1,0,28.9701,0,4.60895e-07
1.02729,DL,102,7,0,1,3,5,0,5,5,14320,20,1,0,16.8735,0,0
1.02736,DL,102,7,0,1,4,3,0,3,3,31937,28,1,0,43.8778,0,0
1.02736,DL,102,7,0,3,2,7,0,5,5,5554,14,1,0,9.95305,0,0
1.0275,DL,102,7,0,4,3,1,0,4,4,19527,24,1,0,21.0201,0,2.88658e-15
