"17.6s,ENb,477.542,460.47"
"17.6s,ENb,480.288,73.056"
"17.7s,ENb,16.9035,84.9752"
"17.7s,ENb,25.488,472.742"
"17.7s,ENb,477.415,460.246"
"17.7s,ENb,480.176,73.187"
"17.8s,ENb,16.999,85.1728"
"17.8s,ENb,25.632,472.588"
"17.8s,ENb,477.287,460.021"
"17.8s,ENb,480.064,73.318"
"17.9s,ENb,17.0945,85.3704"
"17.9s,ENb,25.776,472.434"
"17.9s,ENb,477.16,459.797"
"17.9s,ENb,479.952,73.449"
"18s,ENb,17.19,85.568"
"18s,ENb,25.92,472.28"
"18s,ENb,477.032,459.572"
"18s,ENb,479.84,73.58"
"18.1s,ENb,17.2855,85.7656"
"18.1s,ENb,26.064,472.126"
"18.1s,ENb,476.904,459.347"
"18.1s,ENb,479.728,73.711"
"18.2s,ENb,17.381,85.9632"
"18.2s,ENb,26.208,471.972"
"18.2s,ENb,476.777,459.123"
"18.2s,ENb,479.616,73.842"
"18.3s,ENb,17.4765,86.1608"
