time(s),cellId,rnti,lcid,packetSize,delay(s)
1.02046,4,3,3,32234,0.00245714
1.02046,8,5,3,5604,0.00245714
1.0206,2,4,3,17080,0.0026
1.0206,6,4,3,24176,0.0026
1.0206,8,4,3,7005,0.0026
1.02074,4,2,3,15767,0.00274285
1.02074,2,3,3,14890,0.00274285
1.02074,6,3,3,463,0.00274285
1.02074,8,3,3,16115,0.00274285
1.02089,2,2,3,16115,0.00288571
1.02089,6,2,3,7005,0.00288571
1.02089,8,2,3,16115,0.00288571
1.02103,4,1,3,7005,0.00302856
1.02103,2,1,3,14890,0.00302856
1.02103,6,1,3,9634,0.00302856
1.02103,8,1,3,16115,0.00302856
1.02124,8,7,3,1283,0.00224286
1.02131,8,6,3,8057,0.00231428
1.02139,2,5,3,17080,0.00238571
1.02139,6,5,3,5255,0.00238571
1.02146,4,3,3,32234,0.00245714
1.02153,2,4,3,11387,0.00252857
1.02153,8,4,3,7005,0.00252857
1.0216,6,4,3,24176,0.0026
1.02167,2,3,3,14890,0.00267142
1.02167,8,3,3,16115,0.00267142
1.02174,4,2,3,15767,0.00274285
1.02174,6,3,3,463,0.00274285
1.02181,2,2,3,16115,0.00281428
1.02181,8,2,3,16115,0.00281428
1.02189,6,2,3,7005,0.00288571
1.02196,2,1,3,14890,0.00295714
1.02196,8,1,3,16115,0.00295714
1.02203,4,1,3,7005,0.00302856
1.02203,6,1,3,9634,0.00302856
1.02224,8,7,3,1283,0.00224286
1.02231,8,6,3,8057,0.00231428
1.02239,2,5,3,17080,0.00238571
1.02239,6,5,3,5255,0.00238571
1.02246,4,3,3,32234,0.00245714
1.02246,8,5,3,5604,0.00245714
1.0226,2,4,3,17080,0.0026
1.0226,6,4,3,24176,0.0026
1.0226,8,4,3,7005,0.0026
1.02274,4,2,3,15767,0.00274285
1.02274,2,3,3,14890,0.00274285
1.02274,6,3,3,463,0.00274285
1.02274,8,3,3,16115,0.00274285
1.02289,2,2,3,16115,0.00288571
1.02289,6,2,3,7005,0.00288571
1.02289,8,2,3,16115,0.00288571
1.02303,4,1,3,7005,0.00302856
1.02303,2,1,3,14890,0.00302856
1.02303,6,1,3,9634,0.00302856
1.02303,8,1,3,16115,0.00302856
1.02324,8,7,3,1283,0.00224286
1.02331,8,6,3,8057,0.00231428
1.02339,2,5,3,17080,0.00238571
1.02339,4,3,3,24176,0.00238571
1.02339,6,5,3,5255,0.00238571
1.02346,8,5,3,5604,0.00245714
1.02353,6,4,3,16115,0.00252857
1.0236,2,4,3,17080,0.0026
1.02367,4,2,3,15767,0.00267142
1.02367,6,3,3,463,0.00267142
1.02374,2,3,3,14890,0.00274285
1.02374,8,3,3,16115,0.00274285
1.02381,6,2,3,7005,0.00281428
1.02389,2,2,3,16115,0.00288571
1.02389,8,2,3,16115,0.00288571
1.02396,4,1,3,7005,0.00295714
1.02396,6,1,3,9634,0.00295714
1.02403,2,1,3,14890,0.00302856
1.02403,8,1,3,16115,0.00302856
1.02424,8,7,3,1283,0.00224286
1.02431,8,6,3,8057,0.00231428
1.02439,2,5,3,17080,0.00238571
1.02446,8,5,3,5604,0.00245714
1.0246,2,4,3,17080,0.0026
1.0246,6,4,3,24176,0.0026
1.0246,8,4,3,7005,0.0026
1.02474,2,3,3,14890,0.00274285
1.02474,6,3,3,463,0.00274285
1.02474,8,3,3,16115,0.00274285
1.02489,2,2,3,16115,0.00288571
1.02489,6,2,3,7005,0.00288571
1.02489,8,2,3,16115,0.00288571
1.02503,4,1,3,8641,0.00802856
1.02503,2,1,3,14890,0.00302856
1.02503,6,1,3,9634,0.00302856
1.02503,8,1,3,16115,0.00302856
1.02524,8,7,3,1283,0.00224286
1.02531,8,6,3,8057,0.00231428
1.02539,2,5,3,17080,0.00238571
1.02539,6,5,3,5255,0.00238571
1.02546,4,3,3,32234,0.00245714
1.02546,8,5,3,5604,0.00245714
1.0256,2,4,3,17080,0.0026
1.0256,6,4,3,24176,0.0026
1.0256,8,4,3,7005,0.0026
1.02574,4,2,3,15767,0.00274285
1.02574,2,3,3,14890,0.00274285
1.02574,6,3,3,463,0.00274285
1.02574,8,3,3,16115,0.00274285
1.02589,2,2,3,16115,0.00288571
1.02589,6,2,3,7005,0.00288571
1.02589,8,2,3,16115,0.00288571
1.02603,4,1,3,7005,0.00302856
1.02603,2,1,3,14890,0.00302856
1.02603,6,1,3,9634,0.00302856
1.02603,8,1,3,16115,0.00302856
1.02639,2,5,3,17080,0.00238571
1.02639,6,5,3,5255,0.00238571
1.02646,4,3,3,32234,0.00245714
1.0266,2,4,3,17080,0.0026
1.0266,6,4,3,24176,0.0026
1.02674,4,2,3,15767,0.00274285
1.02674,2,3,3,14890,0.00274285
1.02674,6,3,3,463,0.00274285
1.02689,2,2,3,16115,0.00288571
1.02689,6,2,3,7005,0.00288571
1.02703,8,5,3,2802,0.00802856
1.02703,4,1,3,7005,0.00302856
1.02703,2,1,3,14890,0.00302856
1.02703,6,1,3,9634,0.00302856
1.02724,8,7,3,1283,0.00224286
1.02731,8,6,3,8057,0.00231428
1.02739,2,5,3,17080,0.00238571
1.02739,6,5,3,5255,0.00238571
1.02746,4,3,3,32234,0.00245714
1.02746,8,5,3,4320,0.00245714
1.0276,2,4,3,17080,0.0026
1.0276,6,4,3,24176,0.0026
1.0276,8,4,3,7005,0.0026
1.02774,2,3,3,14890,0.00274285
1.02774,6,3,3,463,0.00274285
1.02774,8,3,3,16115,0.00274285
1.02789,2,2,3,16115,0.00288571
1.02789,6,2,3,7005,0.00288571
1.02789,8,2,3,16115,0.00288571
1.02803,4,1,3,7005,0.00302856
1.02803,2,1,3,14890,0.00302856
1.02803,8,1,3,16115,0.00302856
1.02839,2,5,3,17080,0.00238571
1.02839,6,5,3,5255,0.00238571
1.02846,4,3,3,32234,0.00245714
1.0286,2,4,3,17080,0.0026
1.0286,6,4,3,24176,0.0026
1.02874,4,2,3,15767,0.00274285
1.02874,2,3,3,14890,0.00274285
1.02874,6,3,3,463,0.00274285
1.02889,2,2,3,16115,0.00288571
1.02889,6,2,3,7005,0.00288571
1.02903,8,4,3,7005,0.00802856
1.02903,4,1,3,7005,0.00302856
1.02903,2,1,3,14890,0.00302856
1.02903,6,1,3,9634,0.00302856
1.02924,8,7,3,1283,0.00224286
1.02931,8,6,3,8057,0.00231428
1.02939,2,5,3,17080,0.00238571
1.02946,4,3,3,32234,0.00245714
1.02946,8,5,3,5604,0.00245714
1.0296,2,4,3,17080,0.0026
1.0296,8,4,3,5604,0.0026
1.02974,4,2,3,15767,0.00274285
1.02974,2,3,3,14890,0.00274285
1.02974,8,3,3,16115,0.00274285
1.02989,2,2,3,16115,0.00288571
1.02989,8,2,3,16115,0.00288571
1.03003,6,5,3,5255,0.00802856
1.03003,4,1,3,7005,0.00302856
1.03003,2,1,3,14890,0.00302856
1.03003,8,1,3,16115,0.00302856
1.03024,8,7,3,1283,0.00224286
1.03031,8,6,3,8057,0.00231428
1.03039,2,5,3,19709,0.00238571
1.03039,4,3,3,24176,0.00238571
1.03039,6,5,3,5255,0.00238571
1.03046,8,5,3,5604,0.00245714
1.0306,2,4,3,17080,0.0026
1.0306,6,4,3,24176,0.0026
1.0306,8,4,3,7005,0.0026
1.03067,4,2,3,15767,0.00267142
1.03074,2,3,3,14890,0.00274285
1.03074,6,3,3,463,0.00274285
1.03074,8,3,3,16115,0.00274285
1.03089,2,2,3,16115,0.00288571
1.03089,8,2,3,16115,0.00288571
1.03103,2,1,3,14890,0.00302856
1.03103,6,1,3,9634,0.00302856
1.03103,8,1,3,16115,0.00302856
1.03124,8,7,3,1283,0.00224286
1.03131,8,6,3,8057,0.00231428
1.03139,2,5,3,17080,0.00238571
1.03139,6,5,3,5255,0.00238571
1.03146,4,3,3,32234,0.00245714
1.03146,8,5,3,5604,0.00245714
1.0316,2,4,3,17080,0.0026
1.0316,6,4,3,24176,0.0026
1.0316,8,4,3,7005,0.0026
1.03174,4,2,3,15767,0.00274285
1.03174,2,3,3,14890,0.00274285
1.03174,6,3,3,463,0.00274285
1.03174,8,3,3,16115,0.00274285
1.03189,2,2,3,16115,0.00288571
1.03189,6,2,3,7005,0.00288571
1.03189,8,2,3,16115,0.00288571
1.03203,4,1,3,7005,0.00302856
1.03203,2,1,3,14890,0.00302856
1.03203,6,1,3,9634,0.00302856
1.03203,8,1,3,16115,0.00302856
1.03224,8,7,3,1283,0.00224286
1.03231,8,6,3,8057,0.00231428
1.03239,2,5,3,17080,0.00238571
1.0326,2,4,3,17080,0.0026
1.0326,8,4,3,7005,0.0026
1.03274,2,3,3,14890,0.00274285
1.03274,8,3,3,16115,0.00274285
1.03289,2,2,3,16115,0.00288571
1.03289,8,2,3,16115,0.00288571
1.03303,4,2,3,19269,0.00802856
1.03303,6,1,3,11387,0.00802856
1.03303,2,1,3,14890,0.00302856
1.03303,8,1,3,16115,0.00302856
1.03324,8,7,3,1283,0.00224286
1.03331,8,6,3,8057,0.00231428
1.03339,2,5,3,17080,0.00238571
1.03339,6,5,3,5255,0.00238571
1.03346,4,3,3,32234,0.00245714
1.03346,8,5,3,5604,0.00245714
1.0336,2,4,3,17080,0.0026
1.0336,6,4,3,24176,0.0026
1.0336,8,4,3,7005,0.0026
1.03374,4,2,3,15767,0.00274285
1.03374,2,3,3,14890,0.00274285
1.03374,6,3,3,463,0.00274285
1.03374,8,3,3,16115,0.00274285
1.03389,2,2,3,16115,0.00288571
1.03389,6,2,3,7005,0.00288571
1.03389,8,2,3,16115,0.00288571
1.03403,4,1,3,7005,0.00302856
1.03403,2,1,3,14890,0.00302856
1.03403,6,1,3,9634,0.00302856
1.03403,8,1,3,16115,0.00302856
1.03424,8,7,3,1283,0.00224286
1.03431,8,6,3,8057,0.00231428
1.03439,2,5,3,17080,0.00238571
1.03439,6,5,3,5255,0.00238571
1.03446,4,3,3,32234,0.00245714
1.03446,8,5,3,5604,0.00245714
1.0346,2,4,3,17080,0.0026
1.0346,6,4,3,24176,0.0026
1.03474,4,2,3,15767,0.00274285
1.03474,2,3,3,14890,0.00274285
1.03474,6,3,3,463,0.00274285
1.03474,8,3,3,16115,0.00274285
1.03489,2,2,3,16115,0.00288571
1.03489,6,2,3,7005,0.00288571
1.03489,8,2,3,16115,0.00288571
1.03503,4,1,3,8641,0.00302856
1.03503,2,1,3,14890,0.00302856
1.03503,8,1,3,16115,0.00302856
1.03524,8,7,3,1283,0.00224286
1.03531,8,6,3,8057,0.00231428
1.03539,2,5,3,17080,0.00238571
1.03546,8,5,3,5604,0.00245714
1.0356,2,4,3,17080,0.0026
1.0356,8,4,3,5604,0.0026
1.03574,2,3,3,14890,0.00274285
1.03574,8,3,3,16115,0.00274285
1.03589,2,2,3,16115,0.00288571
1.03589,8,2,3,16115,0.00288571
1.03603,4,1,3,19269,0.00802856
1.03603,6,2,3,9634,0.00802856
1.03603,2,1,3,14890,0.00302856
1.03603,8,1,3,16115,0.00302856
1.03624,8,7,3,1283,0.00224286
1.03631,8,6,3,8057,0.00231428
1.03639,2,5,3,19709,0.00238571
1.03639,6,5,3,3851,0.00238571
1.03646,4,3,3,32234,0.00245714
1.03646,8,5,3,5604,0.00245714
1.0366,2,4,3,17080,0.0026
1.0366,6,4,3,24176,0.0026
1.0366,8,4,3,7005,0.0026
1.03674,4,2,3,15767,0.00274285
1.03674,2,3,3,14890,0.00274285
1.03674,6,3,3,463,0.00274285
1.03674,8,3,3,16115,0.00274285
1.03689,2,2,3,16115,0.00288571
1.03689,6,2,3,7005,0.00288571
1.03689,8,2,3,16115,0.00288571
1.03703,4,1,3,8641,0.00302856
1.03703,2,1,3,14890,0.00302856
1.03703,6,1,3,9634,0.00302856
1.03703,8,1,3,16115,0.00302856
1.03739,2,5,3,19709,0.00238571
1.03739,6,5,3,3851,0.00238571
1.03746,4,3,3,32234,0.00245714
1.0376,2,4,3,17080,0.0026
1.0376,6,4,3,24176,0.0026
1.03774,4,2,3,15767,0.00274285
1.03774,2,3,3,14890,0.00274285
1.03774,6,3,3,463,0.00274285
1.03789,2,2,3,16115,0.00288571
1.03789,6,2,3,7005,0.00288571
1.03803,8,5,3,16115,0.00802856
1.03803,4,1,3,8641,0.00302856
1.03803,2,1,3,14890,0.00302856
1.03803,6,1,3,9634,0.00302856
1.03824,8,7,3,1283,0.00224286
1.03831,8,6,3,8057,0.00231428
1.03839,6,5,3,3851,0.00238571
1.03846,4,3,3,32234,0.00245714
1.03846,8,5,3,5604,0.00245714
1.03853,6,4,3,16115,0.00252857
1.0386,2,4,3,17080,0.0026
1.03867,6,3,3,463,0.00267142
1.03874,8,3,3,16115,0.00274285
1.03881,6,2,3,7005,0.00281428
1.03889,2,2,3,16115,0.00288571
1.03889,8,2,3,16115,0.00288571
1.03903,4,1,3,8641,0.00302856
1.03903,2,1,3,14890,0.00302856
1.03903,8,1,3,16115,0.00302856
1.03939,2,5,3,19709,0.00238571
1.03946,4,3,3,32234,0.00245714
1.0396,2,4,3,17080,0.0026
1.03974,4,2,3,15767,0.00274285
1.03974,2,3,3,14890,0.00274285
1.03989,2,2,3,16115,0.00288571
1.04003,6,1,3,11387,0.00802856
1.04003,8,4,3,9634,0.00802856
1.04003,4,1,3,8641,0.00302856
1.04003,2,1,3,14890,0.00302856
1.04024,8,7,3,1283,0.00224286
1.04031,8,6,3,8057,0.00231428
1.04039,2,5,3,19709,0.00238571
1.04046,4,3,3,32234,0.00245714
1.04046,8,5,3,5604,0.00245714
1.0406,2,4,3,17080,0.0026
1.0406,6,4,3,24176,0.0026
1.0406,8,4,3,7005,0.0026
1.04074,4,2,3,15767,0.00274285
1.04074,2,3,3,14890,0.00274285
1.04074,6,3,3,463,0.00274285
1.04074,8,3,3,16115,0.00274285
1.04089,2,2,3,16115,0.00288571
1.04089,6,2,3,7005,0.00288571
1.04089,8,2,3,16115,0.00288571
1.04103,4,1,3,8641,0.00302856
1.04103,2,1,3,14890,0.00302856
1.04103,6,1,3,9634,0.00302856
1.04103,8,1,3,16115,0.00302856
1.04124,8,7,3,1283,0.00224286
1.04131,8,6,3,8057,0.00231428
1.04139,2,5,3,19709,0.00238571
1.04146,4,3,3,32234,0.00245714
1.04146,8,5,3,4320,0.00245714
1.0416,2,4,3,17080,0.0026
1.0416,6,4,3,24176,0.0026
1.0416,8,4,3,5604,0.0026
1.04174,4,2,3,15767,0.00274285
1.04174,2,3,3,14890,0.00274285
1.04174,6,3,3,463,0.00274285
1.04174,8,3,3,16115,0.00274285
1.04189,2,2,3,16115,0.00288571
1.04189,8,2,3,16115,0.00288571
1.04203,2,1,3,14890,0.00302856
1.04203,6,1,3,9634,0.00302856
1.04203,8,1,3,16115,0.00302856
1.04224,8,7,3,1283,0.00224286
1.04231,8,6,3,8057,0.00231428
1.04239,2,5,3,19709,0.00238571
1.04239,6,5,3,5255,0.00238571
1.04246,4,3,3,32234,0.00245714
1.04253,8,4,3,7005,0.00252857
1.0426,2,4,3,17080,0.0026
1.0426,6,4,3,24176,0.0026
1.04267,8,3,3,16115,0.00267142
1.04274,4,2,3,15767,0.00274285
1.04274,2,3,3,14890,0.00274285
1.04274,6,3,3,463,0.00274285
1.04281,8,2,3,16115,0.00281428
1.04289,2,2,3,16115,0.00288571
1.04289,6,2,3,7005,0.00288571
1.04296,8,1,3,16115,0.00295714
1.04303,4,1,3,8641,0.00302856
1.04303,2,1,3,14890,0.00302856
1.04303,6,1,3,9634,0.00302856
1.04403,2,3,3,14890,0.00802856
1.04403,2,5,3,22335,0.00802856
1.04403,4,2,3,19269,0.00802856
1.04403,6,1,3,16115,0.00802856
1.04403,8,4,3,7005,0.00802856
1.04424,8,7,3,1283,0.00224286
1.04431,8,6,3,8057,0.00231428
1.04439,2,5,3,19709,0.00238571
1.04439,6,5,3,3851,0.00238571
1.04446,4,3,3,32234,0.00245714
1.04446,8,5,3,5604,0.00245714
1.0446,2,4,3,17080,0.0026
1.0446,6,4,3,24176,0.0026
1.0446,8,4,3,5604,0.0026
1.04474,4,2,3,15767,0.00274285
1.04474,2,3,3,14890,0.00274285
1.04474,6,3,3,463,0.00274285
1.04474,8,3,3,16115,0.00274285
1.04489,2,2,3,16115,0.00288571
1.04489,6,2,3,7005,0.00288571
1.04489,8,2,3,16115,0.00288571
1.04503,2,1,3,14890,0.00302856
1.04503,6,1,3,11387,0.00302856
1.04503,8,1,3,16115,0.00302856
1.04524,8,7,3,1283,0.00224286
1.04531,8,6,3,8057,0.00231428
1.04539,2,5,3,19709,0.00238571
1.04546,4,3,3,32234,0.00245714
1.04546,8,5,3,5604,0.00245714
1.0456,2,4,3,17080,0.0026
1.04574,4,2,3,15767,0.00274285
1.04574,2,3,3,14890,0.00274285
1.04574,8,3,3,16115,0.00274285
1.04589,2,2,3,16115,0.00288571
1.04589,8,2,3,16115,0.00288571
1.04603,6,5,3,5255,0.00802856
1.04603,2,1,3,14890,0.00302856
1.04603,8,1,3,16115,0.00302856
1.04631,8,6,3,8057,0.00231428
1.04639,2,5,3,19709,0.00238571
1.04646,8,5,3,5604,0.00245714
1.0466,2,4,3,17080,0.0026
1.04674,8,3,3,16115,0.00274285
1.04689,2,2,3,16115,0.00288571
1.04689,8,2,3,16115,0.00288571
1.04703,4,1,3,11211,0.00802856
1.04703,6,5,3,5255,0.00802856
1.04703,6,2,3,11387,0.00802856
1.04703,2,1,3,14890,0.00302856
1.04703,8,1,3,16115,0.00302856
1.04739,2,5,3,19709,0.00238571
1.04739,6,5,3,3851,0.00238571
1.04746,4,3,3,32234,0.00245714
1.0476,2,4,3,17080,0.0026
1.0476,6,4,3,24176,0.0026
1.04774,4,2,3,15767,0.00274285
1.04774,2,3,3,14890,0.00274285
1.04774,6,3,3,463,0.00274285
1.04789,2,2,3,16115,0.00288571
1.04789,6,2,3,7005,0.00288571
1.04803,8,5,3,2802,0.00802856
1.04803,4,1,3,8641,0.00302856
1.04803,2,1,3,14890,0.00302856
1.04803,6,1,3,9634,0.00302856
1.04824,8,7,3,1283,0.00224286
1.04831,8,6,3,8057,0.00231428
1.04839,2,5,3,19709,0.00238571
1.04839,6,5,3,3851,0.00238571
1.04846,4,3,3,32234,0.00245714
1.04846,8,5,3,4320,0.00245714
1.0486,2,4,3,17080,0.0026
1.0486,6,4,3,24176,0.0026
1.0486,8,4,3,7005,0.0026
1.04874,4,2,3,15767,0.00274285
1.04874,2,3,3,14890,0.00274285
1.04874,6,3,3,463,0.00274285
1.04874,8,3,3,16115,0.00274285
1.04889,2,2,3,16115,0.00288571
1.04889,6,2,3,7005,0.00288571
1.04889,8,2,3,16115,0.00288571
1.04903,4,1,3,8641,0.00302856
1.04903,2,1,3,14890,0.00302856
1.04903,8,1,3,16115,0.00302856
1.04924,8,7,3,1283,0.00224286
1.04931,8,6,3,8057,0.00231428
1.04939,6,5,3,3851,0.00238571
1.04946,8,5,3,4320,0.00245714
1.0496,2,4,3,17080,0.0026
1.0496,6,4,3,24176,0.0026
1.0496,8,4,3,7005,0.0026
1.04974,2,3,3,14890,0.00274285
1.04974,6,3,3,463,0.00274285
1.04974,8,3,3,16115,0.00274285
1.04989,2,2,3,16115,0.00288571
1.04989,6,2,3,7005,0.00288571
1.04989,8,2,3,16115,0.00288571
1.05003,4,1,3,19269,0.00802856
1.05003,2,1,3,14890,0.00302856
1.05003,8,1,3,16115,0.00302856
1.05039,2,5,3,19709,0.00238571
1.05039,6,5,3,5255,0.00238571
1.0506,2,4,3,17080,0.0026
1.0506,6,4,3,24176,0.0026
1.05074,2,3,3,14890,0.00274285
1.05074,6,3,3,463,0.00274285
1.05089,2,2,3,16115,0.00288571
1.05089,6,2,3,7005,0.00288571
1.05096,8,4,3,7882,0.00795714
1.05103,4,1,3,22775,0.00802856
1.05103,2,1,3,14890,0.00302856
1.05103,6,1,3,9634,0.00302856
1.05146,4,3,3,32234,0.00245714
1.0516,6,4,3,24176,0.0026
1.05174,4,2,3,15767,0.00274285
1.05174,6,3,3,463,0.00274285
1.05189,6,2,3,7005,0.00288571
1.05203,2,3,3,14890,0.00802856
1.05203,8,7,3,1283,0.00802856
1.05203,8,4,3,7005,0.00802856
1.05203,6,1,3,9634,0.00302856
1.05224,8,7,3,873,0.00224286
1.05231,8,6,3,8057,0.00231428
1.05239,2,5,3,19709,0.00238571
1.05246,4,3,3,32234,0.00245714
1.05246,8,5,3,5604,0.00245714
1.0526,2,4,3,17080,0.0026
1.0526,6,4,3,24176,0.0026
1.0526,8,4,3,5604,0.0026
1.05274,4,2,3,15767,0.00274285
1.05274,2,3,3,14890,0.00274285
1.05274,6,3,3,463,0.00274285
1.05274,8,3,3,16115,0.00274285
1.05289,2,2,3,16115,0.00288571
1.05289,8,2,3,16115,0.00288571
1.05303,4,1,3,5138,0.00302856
1.05303,2,1,3,14890,0.00302856
1.05303,6,1,3,9634,0.00302856
1.05303,8,1,3,16115,0.00302856
1.05324,8,7,3,873,0.00224286
1.05331,8,6,3,8057,0.00231428
1.05339,2,5,3,19709,0.00238571
1.05346,4,3,3,32234,0.00245714
1.0536,2,4,3,17080,0.0026
1.0536,8,4,3,5604,0.0026
1.05374,4,2,3,15767,0.00274285
1.05374,2,3,3,14890,0.00274285
1.05374,8,3,3,16115,0.00274285
1.05389,2,2,3,16115,0.00288571
1.05389,8,2,3,16115,0.00288571
1.05403,6,1,3,11387,0.00802856
1.05403,4,1,3,8641,0.00302856
1.05403,2,1,3,14890,0.00302856
1.05403,8,1,3,16115,0.00302856
1.05424,8,7,3,1283,0.00224286
1.05431,8,6,3,8057,0.00231428
1.05446,4,3,3,32234,0.00245714
1.05446,8,5,3,5604,0.00245714
1.05474,4,2,3,15767,0.00274285
1.05474,8,3,3,16115,0.00274285
1.05489,8,2,3,16115,0.00288571
1.05503,2,5,3,22335,0.00802856
1.05503,6,1,3,16115,0.00802856
1.05503,4,1,3,8641,0.00302856
1.05503,8,1,3,16115,0.00302856
1.05524,8,7,3,1283,0.00224286
1.05531,8,6,3,8057,0.00231428
1.05539,2,5,3,19709,0.00238571
1.05539,6,5,3,3851,0.00238571
1.05546,4,3,3,32234,0.00245714
1.05546,8,5,3,5604,0.00245714
1.0556,2,4,3,17080,0.0026
1.0556,6,4,3,24176,0.0026
1.0556,8,4,3,7005,0.0026
1.05574,4,2,3,15767,0.00274285
1.05574,2,3,3,14890,0.00274285
1.05574,6,3,3,463,0.00274285
