Time,Entity,Frame,SF,Slot,VarTTI,nodeId,RNTI,bwpId,MsgType
1.018,ENB,MAC,Rxed,101,8,0,4,1,0
1.018,ENB,MAC,Rxed,101,8,0,6,5,0
1.018,ENB,MAC,Rxed,101,8,0,6,4,0
1.018,ENB,MAC,Rxed,101,8,0,6,3,0
1.018,ENB,MAC,Rxed,101,8,0,6,2,0
1.018,ENB,MAC,Rxed,101,8,0,6,1,0
1.018,ENB,MAC,Rxed,101,8,0,6,5,0
1.018,ENB,MAC,Rxed,101,8,0,6,4,0
1.018,ENB,MAC,Rxed,101,8,0,6,3,0
1.018,ENB,MAC,Rxed,101,8,0,6,2,0
1.018,ENB,MAC,Rxed,101,8,0,6,1,0
1.018,ENB,MAC,Rxed,101,8,0,8,7,0
1.018,ENB,MAC,Rxed,101,8,0,8,6,0
1.018,ENB,MAC,Rxed,101,8,0,8,5,0
1.018,ENB,MAC,Rxed,101,8,0,8,4,0
1.018,ENB,MAC,Rxed,101,8,0,8,3,0
1.018,ENB,MAC,Rxed,101,8,0,8,2,0
1.018,ENB,MAC,Rxed,101,8,0,8,1,0
1.018,ENB,MAC,Rxed,101,8,0,8,7,0
1.018,ENB,MAC,Rxed,101,8,0,8,6,0
1.018,ENB,MAC,Rxed,101,8,0,8,5,0
1.018,ENB,MAC,Rxed,101,8,0,8,4,0
1.018,ENB,MAC,Rxed,101,8,0,8,3,0
1.018,ENB,MAC,Rxed,101,8,0,8,2,0
1.018,ENB,MAC,Rxed,101,8,0,8,1,0
1.019,ENB,MAC,Rxed,101,9,0,2,5,0
1.019,ENB,MAC,Rxed,101,9,0,2,4,0
1.019,ENB,MAC,Rxed,101,9,0,2,3,0
1.019,ENB,MAC,Rxed,101,9,0,2,2,0
1.019,ENB,MAC,Rxed,101,9,0,2,1,0
1.019,ENB,MAC,Rxed,101,9,0,2,5,0
1.019,ENB,MAC,Rxed,101,9,0,2,4,0
1.019,ENB,MAC,Rxed,101,9,0,2,3,0
1.019,ENB,MAC,Rxed,101,9,0,2,2,0
1.019,ENB,MAC,Rxed,101,9,0,2,1,0
1.019,ENB,MAC,Rxed,101,9,0,4,3,0
1.019,ENB,MAC,Rxed,101,9,0,4,2,0
1.019,ENB,MAC,Rxed,101,9,0,4,1,0
1.019,ENB,MAC,Rxed,101,9,0,4,3,0
1.019,ENB,MAC,Rxed,101,9,0,4,2,0
1.019,ENB,MAC,Rxed,101,9,0,4,1,0
1.019,ENB,MAC,Rxed,101,9,0,6,5,0
1.019,ENB,MAC,Rxed,101,9,0,6,4,0
1.019,ENB,MAC,Rxed,101,9,0,6,3,0
1.019,ENB,MAC,Rxed,101,9,0,6,2,0
1.019,ENB,MAC,Rxed,101,9,0,6,1,0
1.019,ENB,MAC,Rxed,101,9,0,6,5,0
1.019,ENB,MAC,Rxed,101,9,0,6,4,0
1.019,ENB,MAC,Rxed,101,9,0,6,3,0
1.019,ENB,MAC,Rxed,101,9,0,6,2,0
1.019,ENB,MAC,Rxed,101,9,0,6,1,0
1.019,ENB,MAC,Rxed,101,9,0,8,7,0
1.019,ENB,MAC,Rxed,101,9,0,8,6,0
1.019,ENB,MAC,Rxed,101,9,0,8,5,0
1.019,ENB,MAC,Rxed,101,9,0,8,4,0
1.019,ENB,MAC,Rxed,101,9,0,8,3,0
1.019,ENB,MAC,Rxed,101,9,0,8,2,0
1.019,ENB,MAC,Rxed,101,9,0,8,1,0
1.019,ENB,MAC,Rxed,101,9,0,8,7,0
1.019,ENB,MAC,Rxed,101,9,0,8,6,0
1.019,ENB,MAC,Rxed,101,9,0,8,5,0
1.019,ENB,MAC,Rxed,101,9,0,8,4,0
1.019,ENB,MAC,Rxed,101,9,0,8,3,0
1.019,ENB,MAC,Rxed,101,9,0,8,2,0
1.019,ENB,MAC,Rxed,101,9,0,8,1,0
1.02,ENB,MAC,Rxed,102,0,0,2,5,0
1.02,ENB,MAC,Rxed,102,0,0,2,4,0
1.02,ENB,MAC,Rxed,102,0,0,2,3,0
1.02,ENB,MAC,Rxed,102,0,0,2,2,0
1.02,ENB,MAC,Rxed,102,0,0,2,1,0
1.02,ENB,MAC,Rxed,102,0,0,2,5,0
1.02,ENB,MAC,Rxed,102,0,0,2,4,0
1.02,ENB,MAC,Rxed,102,0,0,2,3,0
1.02,ENB,MAC,Rxed,102,0,0,2,2,0
1.02,ENB,MAC,Rxed,102,0,0,2,1,0
1.02,ENB,MAC,Rxed,102,0,0,4,3,0
1.02,ENB,MAC,Rxed,102,0,0,4,2,0
1.02,ENB,MAC,Rxed,102,0,0,4,1,0
1.02,ENB,MAC,Rxed,102,0,0,4,3,0
1.02,ENB,MAC,Rxed,102,0,0,4,2,0
1.02,ENB,MAC,Rxed,102,0,0,4,1,0
1.02,ENB,MAC,Rxed,102,0,0,6,5,0
1.02,ENB,MAC,Rxed,102,0,0,6,4,0
1.02,ENB,MAC,Rxed,102,0,0,6,3,0
1.02,ENB,MAC,Rxed,102,0,0,6,2,0
1.02,ENB,MAC,Rxed,102,0,0,6,1,0
1.02,ENB,MAC,Rxed,102,0,0,6,5,0
1.02,ENB,MAC,Rxed,102,0,0,6,4,0
1.02,ENB,MAC,Rxed,102,0,0,6,3,0
1.02,ENB,MAC,Rxed,102,0,0,6,2,0
1.02,ENB,MAC,Rxed,102,0,0,6,1,0
1.02,ENB,MAC,Rxed,102,0,0,8,7,0
1.02,ENB,MAC,Rxed,102,0,0,8,6,0
1.02,ENB,MAC,Rxed,102,0,0,8,5,0
1.02,ENB,MAC,Rxed,102,0,0,8,4,0
1.02,ENB,MAC,Rxed,102,0,0,8,3,0
1.02,ENB,MAC,Rxed,102,0,0,8,2,0
1.02,ENB,MAC,Rxed,102,0,0,8,1,0
1.02,ENB,MAC,Rxed,102,0,0,8,7,0
1.02,ENB,MAC,Rxed,102,0,0,8,6,0
1.02,ENB,MAC,Rxed,102,0,0,8,5,0
1.02,ENB,MAC,Rxed,102,0,0,8,4,0
1.02,ENB,MAC,Rxed,102,0,0,8,3,0
1.02,ENB,MAC,Rxed,102,0,0,8,2,0
1.02,ENB,MAC,Rxed,102,0,0,8,1,0
1.021,ENB,MAC,Rxed,102,1,0,2,5,0
1.021,ENB,MAC,Rxed,102,1,0,2,4,0
1.021,ENB,MAC,Rxed,102,1,0,2,3,0
1.021,ENB,MAC,Rxed,102,1,0,2,2,0
1.021,ENB,MAC,Rxed,102,1,0,2,1,0
1.021,ENB,MAC,Rxed,102,1,0,2,5,0
1.021,ENB,MAC,Rxed,102,1,0,2,4,0
1.021,ENB,MAC,Rxed,102,1,0,2,3,0
1.021,ENB,MAC,Rxed,102,1,0,2,2,0
1.021,ENB,MAC,Rxed,102,1,0,2,1,0
1.021,ENB,MAC,Rxed,102,1,0,4,3,0
1.021,ENB,MAC,Rxed,102,1,0,4,2,0
1.021,ENB,MAC,Rxed,102,1,0,4,1,0
1.021,ENB,MAC,Rxed,102,1,0,4,3,0
1.021,ENB,MAC,Rxed,102,1,0,4,2,0
1.021,ENB,MAC,Rxed,102,1,0,4,1,0
1.021,ENB,MAC,Rxed,102,1,0,6,5,0
1.021,ENB,MAC,Rxed,102,1,0,6,4,0
1.021,ENB,MAC,Rxed,102,1,0,6,3,0
1.021,ENB,MAC,Rxed,102,1,0,6,2,0
1.021,ENB,MAC,Rxed,102,1,0,6,1,0
1.021,ENB,MAC,Rxed,102,1,0,6,5,0
1.021,ENB,MAC,Rxed,102,1,0,6,4,0
1.021,ENB,MAC,Rxed,102,1,0,6,3,0
1.021,ENB,MAC,Rxed,102,1,0,6,2,0
1.021,ENB,MAC,Rxed,102,1,0,6,1,0
1.021,ENB,MAC,Rxed,102,1,0,8,7,0
1.021,ENB,MAC,Rxed,102,1,0,8,6,0
1.021,ENB,MAC,Rxed,102,1,0,8,5,0
1.021,ENB,MAC,Rxed,102,1,0,8,4,0
1.021,ENB,MAC,Rxed,102,1,0,8,3,0
1.021,ENB,MAC,Rxed,102,1,0,8,2,0
1.021,ENB,MAC,Rxed,102,1,0,8,1,0
1.021,ENB,MAC,Rxed,102,1,0,8,7,0
1.021,ENB,MAC,Rxed,102,1,0,8,6,0
1.021,ENB,MAC,Rxed,102,1,0,8,5,0
1.021,ENB,MAC,Rxed,102,1,0,8,4,0
1.021,ENB,MAC,Rxed,102,1,0,8,3,0
1.021,ENB,MAC,Rxed,102,1,0,8,2,0
1.021,ENB,MAC,Rxed,102,1,0,8,1,0
1.022,ENB,MAC,Rxed,102,2,0,2,5,0
1.022,ENB,MAC,Rxed,102,2,0,2,4,0
1.022,ENB,MAC,Rxed,102,2,0,2,3,0
1.022,ENB,MAC,Rxed,102,2,0,2,2,0
1.022,ENB,MAC,Rxed,102,2,0,2,1,0
1.022,ENB,MAC,Rxed,102,2,0,2,5,0
1.022,ENB,MAC,Rxed,102,2,0,2,4,0
1.022,ENB,MAC,Rxed,102,2,0,2,3,0
1.022,ENB,MAC,Rxed,102,2,0,2,2,0
1.022,ENB,MAC,Rxed,102,2,0,2,1,0
1.022,ENB,MAC,Rxed,102,2,0,4,3,0
1.022,ENB,MAC,Rxed,102,2,0,4,2,0
1.022,ENB,MAC,Rxed,102,2,0,4,1,0
1.022,ENB,MAC,Rxed,102,2,0,4,3,0
1.022,ENB,MAC,Rxed,102,2,0,4,2,0
1.022,ENB,MAC,Rxed,102,2,0,4,1,0
1.022,ENB,MAC,Rxed,102,2,0,6,5,0
1.022,ENB,MAC,Rxed,102,2,0,6,4,0
1.022,ENB,MAC,Rxed,102,2,0,6,3,0
1.022,ENB,MAC,Rxed,102,2,0,6,2,0
1.022,ENB,MAC,Rxed,102,2,0,6,1,0
1.022,ENB,MAC,Rxed,102,2,0,6,5,0
1.022,ENB,MAC,Rxed,102,2,0,6,4,0
1.022,ENB,MAC,Rxed,102,2,0,6,3,0
1.022,ENB,MAC,Rxed,102,2,0,6,2,0
1.022,ENB,MAC,Rxed,102,2,0,6,1,0
1.022,ENB,MAC,Rxed,102,2,0,8,7,0
1.022,ENB,MAC,Rxed,102,2,0,8,6,0
1.022,ENB,MAC,Rxed,102,2,0,8,4,0
1.022,ENB,MAC,Rxed,102,2,0,8,3,0
1.022,ENB,MAC,Rxed,102,2,0,8,2,0
1.022,ENB,MAC,Rxed,102,2,0,8,1,0
1.022,ENB,MAC,Rxed,102,2,0,8,5,0
1.022,ENB,MAC,Rxed,102,2,0,8,7,0
1.022,ENB,MAC,Rxed,102,2,0,8,6,0
1.022,ENB,MAC,Rxed,102,2,0,8,4,0
1.022,ENB,MAC,Rxed,102,2,0,8,3,0
1.022,ENB,MAC,Rxed,102,2,0,8,2,0
1.022,ENB,MAC,Rxed,102,2,0,8,1,0
1.022,ENB,MAC,Rxed,102,2,0,8,5,0
1.023,ENB,MAC,Rxed,102,3,0,2,5,0
1.023,ENB,MAC,Rxed,102,3,0,2,4,0
1.023,ENB,MAC,Rxed,102,3,0,2,3,0
1.023,ENB,MAC,Rxed,102,3,0,2,2,0
1.023,ENB,MAC,Rxed,102,3,0,2,1,0
1.023,ENB,MAC,Rxed,102,3,0,2,5,0
1.023,ENB,MAC,Rxed,102,3,0,2,4,0
1.023,ENB,MAC,Rxed,102,3,0,2,3,0
1.023,ENB,MAC,Rxed,102,3,0,2,2,0
1.023,ENB,MAC,Rxed,102,3,0,2,1,0
1.023,ENB,MAC,Rxed,102,3,0,4,3,0
1.023,ENB,MAC,Rxed,102,3,0,4,2,0
1.023,ENB,MAC,Rxed,102,3,0,4,1,0
1.023,ENB,MAC,Rxed,102,3,0,4,3,0
1.023,ENB,MAC,Rxed,102,3,0,4,2,0
1.023,ENB,MAC,Rxed,102,3,0,4,1,0
1.023,ENB,MAC,Rxed,102,3,0,6,5,0
1.023,ENB,MAC,Rxed,102,3,0,6,4,0
1.023,ENB,MAC,Rxed,102,3,0,6,3,0
1.023,ENB,MAC,Rxed,102,3,0,6,2,0
1.023,ENB,MAC,Rxed,102,3,0,6,1,0
1.023,ENB,MAC,Rxed,102,3,0,6,5,0
1.023,ENB,MAC,Rxed,102,3,0,6,4,0
1.023,ENB,MAC,Rxed,102,3,0,6,3,0
1.023,ENB,MAC,Rxed,102,3,0,6,2,0
1.023,ENB,MAC,Rxed,102,3,0,6,1,0
1.023,ENB,MAC,Rxed,102,3,0,8,7,0
1.023,ENB,MAC,Rxed,102,3,0,8,6,0
1.023,ENB,MAC,Rxed,102,3,0,8,5,0
1.023,ENB,MAC,Rxed,102,3,0,8,4,0
1.023,ENB,MAC,Rxed,102,3,0,8,3,0
1.023,ENB,MAC,Rxed,102,3,0,8,2,0
1.023,ENB,MAC,Rxed,102,3,0,8,1,0
1.023,ENB,MAC,Rxed,102,3,0,8,7,0
1.023,ENB,MAC,Rxed,102,3,0,8,6,0
1.023,ENB,MAC,Rxed,102,3,0,8,5,0
1.023,ENB,MAC,Rxed,102,3,0,8,4,0
1.023,ENB,MAC,Rxed,102,3,0,8,3,0
1.023,ENB,MAC,Rxed,102,3,0,8,2,0
1.023,ENB,MAC,Rxed,102,3,0,8,1,0
1.024,ENB,MAC,Rxed,102,4,0,2,5,0
1.024,ENB,MAC,Rxed,102,4,0,2,4,0
1.024,ENB,MAC,Rxed,102,4,0,2,3,0
1.024,ENB,MAC,Rxed,102,4,0,2,2,0
1.024,ENB,MAC,Rxed,102,4,0,2,1,0
1.024,ENB,MAC,Rxed,102,4,0,2,5,0
1.024,ENB,MAC,Rxed,102,4,0,2,4,0
1.024,ENB,MAC,Rxed,102,4,0,2,3,0
1.024,ENB,MAC,Rxed,102,4,0,2,2,0
1.024,ENB,MAC,Rxed,102,4,0,2,1,0
1.024,ENB,MAC,Rxed,102,4,0,4,3,0
1.024,ENB,MAC,Rxed,102,4,0,4,2,0
1.024,ENB,MAC,Rxed,102,4,0,4,1,0
1.024,ENB,MAC,Rxed,102,4,0,4,3,0
1.024,ENB,MAC,Rxed,102,4,0,4,2,0
1.024,ENB,MAC,Rxed,102,4,0,4,1,0
1.024,ENB,MAC,Rxed,102,4,0,6,5,0
1.024,ENB,MAC,Rxed,102,4,0,6,3,0
1.024,ENB,MAC,Rxed,102,4,0,6,2,0
1.024,ENB,MAC,Rxed,102,4,0,6,1,0
1.024,ENB,MAC,Rxed,102,4,0,6,4,0
1.024,ENB,MAC,Rxed,102,4,0,6,5,0
1.024,ENB,MAC,Rxed,102,4,0,6,3,0
1.024,ENB,MAC,Rxed,102,4,0,6,2,0
1.024,ENB,MAC,Rxed,102,4,0,6,1,0
1.024,ENB,MAC,Rxed,102,4,0,6,4,0
1.024,ENB,MAC,Rxed,102,4,0,8,7,0
1.024,ENB,MAC,Rxed,102,4,0,8,6,0
1.024,ENB,MAC,Rxed,102,4,0,8,5,0
1.024,ENB,MAC,Rxed,102,4,0,8,4,0
1.024,ENB,MAC,Rxed,102,4,0,8,3,0
1.024,ENB,MAC,Rxed,102,4,0,8,2,0
1.024,ENB,MAC,Rxed,102,4,0,8,1,0
1.024,ENB,MAC,Rxed,102,4,0,8,7,0
1.024,ENB,MAC,Rxed,102,4,0,8,6,0
1.024,ENB,MAC,Rxed,102,4,0,8,5,0
1.024,ENB,MAC,Rxed,102,4,0,8,4,0
1.024,ENB,MAC,Rxed,102,4,0,8,3,0
1.024,ENB,MAC,Rxed,102,4,0,8,2,0
1.024,ENB,MAC,Rxed,102,4,0,8,1,0
1.025,ENB,MAC,Rxed,102,5,0,2,5,0
1.025,ENB,MAC,Rxed,102,5,0,2,3,0
1.025,ENB,MAC,Rxed,102,5,0,2,2,0
1.025,ENB,MAC,Rxed,102,5,0,2,1,0
1.025,ENB,MAC,Rxed,102,5,0,2,4,0
1.025,ENB,MAC,Rxed,102,5,0,2,5,0
1.025,ENB,MAC,Rxed,102,5,0,2,3,0
1.025,ENB,MAC,Rxed,102,5,0,2,2,0
1.025,ENB,MAC,Rxed,102,5,0,2,1,0
1.025,ENB,MAC,Rxed,102,5,0,2,4,0
1.025,ENB,MAC,Rxed,102,5,0,4,3,0
1.025,ENB,MAC,Rxed,102,5,0,4,2,0
1.025,ENB,MAC,Rxed,102,5,0,4,1,0
1.025,ENB,MAC,Rxed,102,5,0,4,3,0
1.025,ENB,MAC,Rxed,102,5,0,4,2,0
1.025,ENB,MAC,Rxed,102,5,0,4,1,0
1.025,ENB,MAC,Rxed,102,5,0,6,5,0
1.025,ENB,MAC,Rxed,102,5,0,6,4,0
1.025,ENB,MAC,Rxed,102,5,0,6,3,0
1.025,ENB,MAC,Rxed,102,5,0,6,2,0
1.025,ENB,MAC,Rxed,102,5,0,6,1,0
1.025,ENB,MAC,Rxed,102,5,0,6,5,0
1.025,ENB,MAC,Rxed,102,5,0,6,4,0
1.025,ENB,MAC,Rxed,102,5,0,6,3,0
1.025,ENB,MAC,Rxed,102,5,0,6,2,0
1.025,ENB,MAC,Rxed,102,5,0,6,1,0
1.025,ENB,MAC,Rxed,102,5,0,8,7,0
1.025,ENB,MAC,Rxed,102,5,0,8,6,0
1.025,ENB,MAC,Rxed,102,5,0,8,5,0
1.025,ENB,MAC,Rxed,102,5,0,8,4,0
1.025,ENB,MAC,Rxed,102,5,0,8,3,0
1.025,ENB,MAC,Rxed,102,5,0,8,2,0
1.025,ENB,MAC,Rxed,102,5,0,8,1,0
1.025,ENB,MAC,Rxed,102,5,0,8,7,0
1.025,ENB,MAC,Rxed,102,5,0,8,6,0
1.025,ENB,MAC,Rxed,102,5,0,8,5,0
1.025,ENB,MAC,Rxed,102,5,0,8,4,0
1.025,ENB,MAC,Rxed,102,5,0,8,3,0
1.025,ENB,MAC,Rxed,102,5,0,8,2,0
1.025,ENB,MAC,Rxed,102,5,0,8,1,0
1.026,ENB,MAC,Rxed,102,6,0,2,5,0
1.026,ENB,MAC,Rxed,102,6,0,2,4,0
1.026,ENB,MAC,Rxed,102,6,0,2,3,0
1.026,ENB,MAC,Rxed,102,6,0,2,2,0
1.026,ENB,MAC,Rxed,102,6,0,2,1,0
1.026,ENB,MAC,Rxed,102,6,0,2,5,0
1.026,ENB,MAC,Rxed,102,6,0,2,4,0
1.026,ENB,MAC,Rxed,102,6,0,2,3,0
1.026,ENB,MAC,Rxed,102,6,0,2,2,0
1.026,ENB,MAC,Rxed,102,6,0,2,1,0
1.026,ENB,MAC,Rxed,102,6,0,4,3,0
1.026,ENB,MAC,Rxed,102,6,0,4,2,0
1.026,ENB,MAC,Rxed,102,6,0,4,1,0
1.026,ENB,MAC,Rxed,102,6,0,4,3,0
1.026,ENB,MAC,Rxed,102,6,0,4,2,0
1.026,ENB,MAC,Rxed,102,6,0,4,1,0
1.026,ENB,MAC,Rxed,102,6,0,6,5,0
1.026,ENB,MAC,Rxed,102,6,0,6,4,0
1.026,ENB,MAC,Rxed,102,6,0,6,3,0
1.026,ENB,MAC,Rxed,102,6,0,6,2,0
1.026,ENB,MAC,Rxed,102,6,0,6,1,0
1.026,ENB,MAC,Rxed,102,6,0,6,5,0
1.026,ENB,MAC,Rxed,102,6,0,6,4,0
1.026,ENB,MAC,Rxed,102,6,0,6,3,0
1.026,ENB,MAC,Rxed,102,6,0,6,2,0
1.026,ENB,MAC,Rxed,102,6,0,6,1,0
1.026,ENB,MAC,Rxed,102,6,0,8,7,0
1.026,ENB,MAC,Rxed,102,6,0,8,6,0
1.026,ENB,MAC,Rxed,102,6,0,8,5,0
